Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
263021,Dreamsnake,Vonda N. McIntyre,"McIntyre, Vonda N.",,"=""0553296590""","=""9780553296594""",0,3.85,Spectra Books,Paperback,312,1994,1978,,2015/07/01,"to-read, g-post-apocalyptic, z-len-05-10-hours, ku-no, ab-src-audible-av, ab-meta-exists","to-read (#327), g-post-apocalyptic (#107), z-len-05-10-hours (#65), ku-no (#7), ab-src-audible-av (#135), ab-meta-exists (#139)",to-read,,,Length: 09 hrs and 41 mins<br/>Narrated By Anna Fields,,,,0,,,,,
41069,Stand on Zanzibar,John Brunner,"Brunner, John",,"=""1857988361""","=""9781857988369""",0,3.96,Gollancz,Paperback,672,1999,1968,,2015/07/01,"to-read, g-post-apocalyptic, g-dystopia, z-len-20-40-hours, ab-meta-exists, ab-src-audible-av, ku-undetermined","to-read (#326), g-post-apocalyptic (#106), g-dystopia (#20), z-len-20-40-hours (#25), ab-meta-exists (#130), ab-src-audible-av (#128), ku-undetermined (#78)",to-read,,,Length: 21 hrs and 20 mins<br/>Narrated By Erik Bergmann,,,,0,,,,,
218427,"Gateway (Heechee Saga, #1)",Frederik Pohl,"Pohl, Frederik",,"=""0345475836""","=""9780345475831""",0,4.07,Del Rey,Paperback,288,2004,1977,,2015/07/01,"to-read, g-space-opera, ku-no, ab-meta-exists, ab-src-audible-av, z-len-05-10-hours, z-series-1","to-read (#325), g-space-opera (#14), ku-no (#3), ab-meta-exists (#134), ab-src-audible-av (#130), z-len-05-10-hours (#60), z-series-1 (#129)",to-read,,,"Length: 08 hrs and 37 mins<br/>Narrated By Oliver Wyman, Robert J. Sawyer<br/>",,,,0,,,,,
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""0765356155""","=""9780765356154""",0,3.79,Tor Books,Paperback,1006,2006,2004,,2015/07/01,"to-read, g-urban-fantasy, ab-meta-exists, ab-src-audible-av, ku-no, z-len-20-40-hours","to-read (#324), g-urban-fantasy (#21), ab-meta-exists (#154), ab-src-audible-av (#140), ku-no (#17), z-len-20-40-hours (#32)",to-read,,,Length: 32 hrs and 02 mins<br/>Narrated By Simon Prebble,,,,0,,,,,
826845,The Chrysalids,John Wyndham,"Wyndham, John",,"=""0140013083""","=""9780140013085""",0,3.92,Penguin Books,Mass Market Paperback,200,1977,1955,,2015/07/01,"to-read, g-post-apocalyptic, z-len-05-10-hours, ku-no, ab-src-audible-av, ab-meta-exists","to-read (#323), g-post-apocalyptic (#105), z-len-05-10-hours (#63), ku-no (#5), ab-src-audible-av (#133), ab-meta-exists (#137)",to-read,,,Length: 06 hrs and 53 mins<br/>Narrated By Graeme Malcolm,,,,0,,,,,
307791,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,"DuPrau, Jeanne",,"=""0375822747""","=""9780375822742""",0,3.85,Yearling,Paperback,270,2003,2003,,2015/07/01,"to-read, g-post-apocalyptic, z-len-05-10-hours, ku-no, g-dystopia, ab-src-audible-av, ab-meta-exists, g-ya, z-series-1","to-read (#322), g-post-apocalyptic (#104), z-len-05-10-hours (#67), ku-no (#9), g-dystopia (#26), ab-src-audible-av (#136), ab-meta-exists (#140), g-ya (#6), z-series-1 (#128)",to-read,,,Length: 07 hrs and 06 mins<br/>Narrated By Wendy Dillon<br/>Whispersync for Voice-ready,,,,0,,,,,
17235026,The Girl with All the Gifts,M.R. Carey,"Carey, M.R.",,"=""0356500152""","=""9780356500157""",0,3.93,Orbit ,Paperback,460,2014,2014,,2015/07/01,"to-read, g-post-apocalyptic, g-dystopia, ab-src-audible-av, ab-meta-exists, z-len-10-20-hours, ku-undetermined","to-read (#321), g-post-apocalyptic (#103), g-dystopia (#19), ab-src-audible-av (#129), ab-meta-exists (#131), z-len-10-20-hours (#96), ku-undetermined (#77)",to-read,,,Length: 13 hrs and 04 mins<br/>Narrated By Finty Williams<br/>Whispersync for Voice-ready,,,,0,,,,,
22009384,The Edge of Forever,Melissa E. Hurst,"Hurst, Melissa E.",,"=""163220424X""","=""9781632204240""",0,3.80,Sky Pony Press,Paperback,256,2015,2015,,2015/07/01,"to-read, g-time-travel, ku-no, zz-ab-meta-none-all-dates, zz-ab-meta-none-201611","to-read (#320), g-time-travel (#115), ku-no (#88), zz-ab-meta-none-all-dates (#77), zz-ab-meta-none-201611 (#26)",to-read,,,,,,,0,,,,,
15769843,"Wild Seed (Patternmaster, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""""","=""""",4,4.22,Open Road,Kindle Edition,320,2012,1980,2015/08/09,2015/07/01,"g-urban-fantasy, z-len-10-20-hours, z-read-src-ku, z-series-1","g-urban-fantasy (#20), z-len-10-20-hours (#85), z-read-src-ku (#4), z-series-1 (#127)",read,"Still trying to sort out my thoughts about this book. Overall, it was very compelling; I liked the idea of Doro and Anyanwu being these human immortals, about the story taking centuries to tell, about the struggles each of them felt to hold on to their humanity. I liked how it ended in a much different way than I was expecting it to.  <br/>However, I also felt like the actual prose dragged a bit too much. I can't really pinpoint exactly lines of text, but there were many times where it felt like Anyanwu or Doro were just repeating themselves. Maybe it's just me. I was hoping for a little more action, but this is not an action-based story - it's a slow-simmer, which the ending perfectly complemented. So perhaps this one was just an example of how a book subverted my expectations in a good way.<br/><br/>Audiobook notes - nothing negative to say about the narration. The female reader handled the male voices quite well - just a slight deepening of the voice, rather than attempting to channel a male impersonator (as the narrator of Wool did). There were many African words that I was not familiar with, and therefore I'm not sure if they were pronounced correctly; but the words were pronounced confidently (I've heard some readers give a slight pause before unfamiliar foreign words), which goes a long way in establishing credibility.<br/><br/>",,Length: 11 hrs and 16 mins<br/>Narrated By Dion Graham,,,,0,,,,,
16097463,"Dawn (Xenogenesis, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""""","=""""",5,4.09,Open Road,Kindle Edition,290,2012,1987,2015/08/19,2015/07/01,"g-post-apocalyptic, z-len-05-10-hours, g-big-dumb-object, z-read-src-ku, g-aliens, g-sci-fi, z-series-1","g-post-apocalyptic (#102), z-len-05-10-hours (#58), g-big-dumb-object (#1), z-read-src-ku (#6), g-aliens (#2), g-sci-fi (#4), z-series-1 (#126)",read,"My [a:Octavia E. Butler|29535|Octavia E. Butler|https://d.gr-assets.com/authors/1242244143p2/29535.jpg] deep-dive continues, and this one was quite a change from the last one I'd read ([b:Wild Seed|52318|Wild Seed (Patternmaster, #1)|Octavia E. Butler|https://d.gr-assets.com/books/1388462753s/52318.jpg|1330000]). I enjoyed Dawn so much that I'm plunging right into the next in the trilogy. <br/>Getting to know the Oankali through Lillith's eyes was very interesting and seemed very ... realistic? plausible? Lillith's main characters are usually very fleshed out and multi-dimensional, and that was essential for this story to work. Looking forward to seeing where the story goes from here.<br/><br/>",,Length: 09 hrs and 20 mins<br/>Narrated By Aldrich Barrett,,,,0,,,,,
16131489,"The Last Star (The 5th Wave, #3)",Rick Yancey,"Yancey, Rick",,"=""0399162437""","=""9780399162435""",0,3.66,G.P. Putnam's Sons Books for Young Readers,Hardcover,338,2016,2016,,2015/07/01,"to-read, g-post-apocalyptic, z-meta-sequels-unread, g-aliens, ku-no, z-len-05-10-hours, ab-meta-exists, g-ya, z-series-3","to-read (#319), g-post-apocalyptic (#101), z-meta-sequels-unread (#9), g-aliens (#7), ku-no (#124), z-len-05-10-hours (#133), ab-meta-exists (#301), g-ya (#88), z-series-3 (#20)",to-read,,,"Length: 09 hrs and 17 mins<br/>Narrated By Phoebe Strole, Ben Yannette",,,,0,,,,,
25746699,The Sudden Appearance of Hope,Claire North,"North, Claire",,"=""0316335991""","=""9780316335997""",0,3.62,Redhook,Hardcover,468,2016,2016,,2015/07/01,"to-read, z-len-10-20-hours, ku-no, ab-meta-exists, g-ya","to-read (#318), z-len-10-20-hours (#164), ku-no (#119), ab-meta-exists (#228), g-ya (#87)",to-read,,,Length: 16 hrs and 35 mins<br/>Narrated By Gillian Burke,,,,0,,,,,
48682,"Red Thunder (Thunder and Lightning, #1)",John Varley,"Varley, John",,"=""0441011624""","=""9780441011629""",0,3.79,Ace,Paperback,411,2004,2003,,2015/07/01,"to-read, g-space-opera, ku-no, ab-meta-undetermined, z-series-1","to-read (#317), g-space-opera (#13), ku-no (#11), ab-meta-undetermined (#43), z-series-1 (#125)",to-read,,,,,,,0,,,,,
26159745,"Ancestral Night (White Space, #1)",Elizabeth Bear,"Bear, Elizabeth",,"=""1473208742""","=""9781473208742""",0,0.0,Gollancz,Paperback,512,2017,2017,,2015/07/01,"to-read, ab-meta-unpublished-yet, z-series-1","to-read (#316), ab-meta-unpublished-yet (#1), z-series-1 (#124)",to-read,,,,,,,0,,,,,
23208397,Underground Airlines,Ben H. Winters,"Winters, Ben H.",,"=""0316261246""","=""9780316261241""",0,3.91,Mulholland Books,Hardcover,336,2016,2016,,2015/07/01,"to-read, ab-meta-exists, g-alt-history, ku-no, z-len-05-10-hours","to-read (#315), ab-meta-exists (#336), g-alt-history (#14), ku-no (#146), z-len-05-10-hours (#147)",to-read,,,Length: 09 hrs and 28 mins<br/>Narrated By William DeMeritt<br/>,,,,0,,,,,
908311,The Female Man,Joanna Russ,"Russ, Joanna",,"=""0807063134""","=""9780807063132""",0,3.54,Beacon Press,Paperback,214,1997,1975,,2015/07/01,"to-read, ab-meta-undetermined, g-dystopia","to-read (#314), ab-meta-undetermined (#31), g-dystopia (#18)",to-read,,,,,,,0,,,,,
23601046,"The House of Shattered Wings (Dominion of the Fallen, #1)",Aliette de Bodard,"Bodard, Aliette de",,"=""1473212553""","=""9781473212558""",0,3.43,Gollancz,Paperback,402,2015,2015,,2015/06/29,"to-read, g-urban-fantasy, ab-src-audible-av, ku-no, z-len-10-20-hours, ab-meta-exists, z-series-1","to-read (#313), g-urban-fantasy (#19), ab-src-audible-av (#166), ku-no (#57), z-len-10-20-hours (#122), ab-meta-exists (#182), z-series-1 (#123)",to-read,,,Length: 14 hrs and 36 mins<br/>Narrated By Peter Kenny,,,,0,,,,,
18166988,"Dark Eden (Dark Eden, #1)",Chris Beckett,"Beckett, Chris",,"=""0804138680""","=""9780804138680""",0,3.73,Broadway Books,Paperback,441,2014,2012,,2015/06/11,"to-read, g-dystopia, g-space-opera, ku-no, ab-src-audible-av, ab-meta-exists","to-read (#312), g-dystopia (#13), g-space-opera (#20), ku-no (#27), ab-src-audible-av (#147), ab-meta-exists (#163)",to-read,,,"Length: 15 hrs and 10 mins<br/>Narrated by: Matthew Frow, Jayne Entwistle, Ione Butler, Robert Hook, Heather Wilds, Nicholas Guy Smith, Hannah Curtis, Bruce Mann<br/> ",,,,0,,,,,
384579,Non-Stop,Brian W. Aldiss,"Aldiss, Brian W.",,"=""1585676837""","=""9781585676835""",0,3.86,The Overlook Press,Paperback,241,2005,1958,,2015/06/11,"to-read, g-post-apocalyptic, ab-src-audible-av, ab-meta-exists, z-len-05-10-hours, ku-no","to-read (#311), g-post-apocalyptic (#92), ab-src-audible-av (#114), ab-meta-exists (#117), z-len-05-10-hours (#49), ku-no (#167)",to-read,,,Length: 09 hrs and 02 mins<br/>Narrated By David Thorpe,,,,0,,,,,
39026,"Deep Storm (Jeremy Logan, #1)",Lincoln Child,"Child, Lincoln",,"=""0385515502""","=""9780385515504""",0,3.87,Doubleday Books,Hardcover,370,2007,2007,,2015/06/11,"to-read, ab-src-audible-av, ab-meta-exists, z-len-10-20-hours, z-series-1, ku-undetermined","to-read (#310), ab-src-audible-av (#113), ab-meta-exists (#116), z-len-10-20-hours (#64), z-series-1 (#122), ku-undetermined (#76)",to-read,,,Length: 13 hrs and 03 mins<br/>Narrated By Scott Brick,,,,0,,,,,
821439,A Matter for Men (War Against the Chtorr #1),David Gerrold,"Gerrold, David",,"=""0553277820""","=""9780553277821""",0,4.09,Bantam Spectra,Mass Market Paperback,435,1989,1983,,2015/06/11,"to-read, g-post-apocalyptic, ab-src-audible-av, ab-meta-exists, z-len-10-20-hours, z-series-1, zz-eb-none, ku-no","to-read (#309), g-post-apocalyptic (#91), ab-src-audible-av (#78), ab-meta-exists (#80), z-len-10-20-hours (#63), z-series-1 (#121), zz-eb-none (#11), ku-no (#157)",to-read,,,Length: 16 hrs and 41 mins<br/>Narrated By John Pruden,,,,0,,,,,
939176,When Harlie Was One,David Gerrold,"Gerrold, David",,"=""0553264656""","=""9780553264654""",0,3.92,Spectra,Mass Market Paperback,287,1988,1972,,2015/06/11,"to-read, g-fantasy, g-cyberpunk, ab-src-audible-av, ab-meta-exists, z-len-10-20-hours, ku-undetermined","to-read (#308), g-fantasy (#2), g-cyberpunk (#3), ab-src-audible-av (#80), ab-meta-exists (#82), z-len-10-20-hours (#59), ku-undetermined (#75)",to-read,,,Length: 10 hrs and 44 mins<br/>Narrated By David Gerrold,,,,0,,,,,
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",0,4.13,Gollancz,Paperback,517,2007,2006,,2015/06/09,"to-read, g-fantasy, ab-meta-acquired, z-len-20-40-hours, ab-meta-exists, z-series-1","to-read (#307), g-fantasy (#1), ab-meta-acquired (#47), z-len-20-40-hours (#7), ab-meta-exists (#292), z-series-1 (#120)",to-read,,,Length: 22 hrs and 20 mins<br/>Narrated By Steven Pacey,,,,0,,,,,
9579634,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0007423292""","=""9780007423293""",0,3.87,Voyager,Hardcover,384,2011,2011,,2015/06/09,"to-read, g-post-apocalyptic, ab-src-audible-av, ab-meta-exists, z-len-05-10-hours, z-series-1, ku-undetermined","to-read (#306), g-post-apocalyptic (#90), ab-src-audible-av (#66), ab-meta-exists (#73), z-len-05-10-hours (#50), z-series-1 (#119), ku-undetermined (#74)",to-read,,,Length: 09 hrs and 19 mins<br/>Narrated By James Clamp<br/><br/>OR<br/><br/>Length: 08 hrs and 57 mins<br/>Narrated By Joe Jameson<br/>,,,,0,,,,,
127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""0553804677""","=""9780553804676""",0,4.29,Bantam Spectra,Hardcover,499,2006,2006,,2015/06/09,"to-read, ab-meta-acquired, z-len-20-40-hours, ab-meta-exists, z-series-1","to-read (#305), ab-meta-acquired (#41), z-len-20-40-hours (#3), ab-meta-exists (#291), z-series-1 (#118)",to-read,,,Length: 22 hrs and 03 mins<br/>Narrated By Michael Page,,,,0,,,,,
311864,"Heroes Die (The Acts of Caine, #1)",Matthew Woodring Stover,"Stover, Matthew Woodring",,"=""0345421450""","=""9780345421456""",0,4.09,Del Rey,Paperback,545,1999,1998,,2015/06/09,"to-read, ab-src-audible-av, ab-meta-exists, z-len-20-40-hours, z-series-1, ku-no","to-read (#304), ab-src-audible-av (#67), ab-meta-exists (#72), z-len-20-40-hours (#16), z-series-1 (#117), ku-no (#158)",to-read,,,Length: 22 hrs and 28 mins<br/>Narrated By Stefan Rudnicki,,,,0,,,,,
872778,Hawksbill Station,Robert Silverberg,"Silverberg, Robert",,"=""0425036790""","=""9780425036792""",0,3.64,Berkley (NYC),Paperback,185,1978,1967,,2015/06/08,"to-read, g-time-travel, zz-ab-meta-none-all-dates, zz-ab-meta-none-201608","to-read (#303), g-time-travel (#111), zz-ab-meta-none-all-dates (#25), zz-ab-meta-none-201608 (#26)",to-read,,,,,,,0,,,,,
634267,Footprints of Thunder,James F. David,"David, James F.",,"=""0812524020""","=""9780812524024""",0,3.68,Tor Books,Paperback,512,1997,1995,,2015/06/08,"to-read, g-time-travel, zz-ab-meta-none-all-dates, zz-ab-meta-none-201608","to-read (#302), g-time-travel (#110), zz-ab-meta-none-all-dates (#24), zz-ab-meta-none-201608 (#24)",to-read,,,,,,,0,,,,,
63742,"Manifold: Time (Manifold, #1)",Stephen Baxter,"Baxter, Stephen",Chris Schluep,"=""034543076X""","=""9780345430762""",0,3.75,Del Rey Books,Paperback,480,2000,1999,,2015/06/08,"to-read, g-space-opera, g-time-travel, zz-ab-meta-none-all-dates, z-series-1, zz-ab-meta-none-201608","to-read (#301), g-space-opera (#10), g-time-travel (#109), zz-ab-meta-none-all-dates (#47), z-series-1 (#116), zz-ab-meta-none-201608 (#19)",to-read,,,,,,,0,,,,,
22285,Rant,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0385517874""","=""9780385517874""",0,3.82,Doubleday Books,Hardcover,320,2007,2007,,2015/06/08,"to-read, g-time-travel, ab-src-audible-av, ab-meta-exists, z-len-10-20-hours, ku-undetermined","to-read (#300), g-time-travel (#108), ab-src-audible-av (#68), ab-meta-exists (#71), z-len-10-20-hours (#61), ku-undetermined (#73)",to-read,,,Length: 10 hrs and 09 mins<br/>Narrated By various,,,,0,,,,,
28799004,Parallel Roads (Lost on Route 66): Time Travel the Mother Road,Dennis Higgins,"Higgins, Dennis",,"=""""","=""""",0,4.14,,Kindle Edition,199,2016,2011,,2015/06/08,"g-time-travel, did-not-finish","g-time-travel (#107), did-not-finish (#17)",did-not-finish,"March 28, 2016<br/>3% in and I have to bail. This reads like a High School student wrote it. Very rough, very much in need of a good editor.",,,,,,0,,,,,
337132,Flashforward,Robert J. Sawyer,"Sawyer, Robert J.",,"=""0812580346""","=""9780812580341""",0,3.59,Tor Science Fiction,Paperback,320,2000,1999,,2015/06/08,"to-read, g-time-travel, ab-src-audible-av, ab-meta-exists, z-len-10-20-hours, ku-undetermined","to-read (#299), g-time-travel (#106), ab-src-audible-av (#69), ab-meta-exists (#70), z-len-10-20-hours (#62), ku-undetermined (#72)",to-read,,,Length: 10 hrs and 26 mins<br/>Narrated By Mark Deakins,,,,0,,,,,
1720906,"Castaways in Time (Castaways in Time, #1)",Robert   Adams,"Adams, Robert",,"=""0451126645""","=""9780451126641""",0,3.58,Roc,Paperback,0,1982,1979,,2015/06/08,"to-read, g-time-travel, zz-ab-meta-none-all-dates, z-series-1, zz-ab-meta-none-201608","to-read (#298), g-time-travel (#105), zz-ab-meta-none-all-dates (#23), z-series-1 (#115), zz-ab-meta-none-201608 (#30)",to-read,,,,,,,0,,,,,
